aluno_id,corte,probabilidade,faixa,situacao,fase_atual,recencia_dias,eventos_7d,eventos_14d,eventos_28d,dias_ativos_7d,dias_ativos_28d,tendencia,capitulo_max_fase_atual,pct_capitulos_fase_atual,progresso_28d,capitulos_distintos_28d,quiz_iniciados_28d,quiz_entregues_28d,entregas_28d,semanas_ativas_ultimas_8,share_noite_28d,share_fim_semana_28d,eventos_acumulados,dias_ativos_acumulados,semanas_desde_primeiro_evento,primeiro_evento,ultimo_evento,fator_1,fator_2,fator_3,fatores,acao_sugerida
Aluno 0054,2026-08-23,0.7785,Alto,Inativo 29–60d,4,52,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,941,22,27,2026-02-10,2026-07-02,52 dias sem acesso,nenhum acesso nos últimos 28 dias,ativo em apenas 1 das últimas 8 semanas,52 dias sem acesso | nenhum acesso nos últimos 28 dias | ativo em apenas 1 das últimas 8 semanas,Contato ativo do tutor em 48h (telefone/WhatsApp) com plano de retomada de 2 semanas
Aluno 0025,2026-08-23,0.7736,Alto,Ativo (28d),5,10,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5,2,4,2026-07-21,2026-08-13,10 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,10 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Contato do tutor em 48h + monitoria/microaula do capítulo em que parou (parado no capítulo 0 de 8 da Fase 5)
Aluno 0132,2026-08-23,0.7456,Alto,Inativo 29–60d,4,48,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,157,9,23,2026-03-11,2026-07-06,48 dias sem acesso,nenhum acesso nos últimos 28 dias,ativo em apenas 1 das últimas 8 semanas,48 dias sem acesso | nenhum acesso nos últimos 28 dias | ativo em apenas 1 das últimas 8 semanas,Contato ativo do tutor em 48h (telefone/WhatsApp) com plano de retomada de 2 semanas
Aluno 0027,2026-08-23,0.6752,Alto,Inativo 29–60d,4,54,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19559,49,23,2026-03-12,2026-06-30,54 dias sem acesso,nenhum acesso nos últimos 28 dias,ativo em apenas 1 das últimas 8 semanas,54 dias sem acesso | nenhum acesso nos últimos 28 dias | ativo em apenas 1 das últimas 8 semanas,Contato ativo do tutor em 48h (telefone/WhatsApp) com plano de retomada de 2 semanas
Aluno 0146,2026-08-23,0.5002,Médio,Ativo (28d),5,18,0.0,0.0,214.0,0.0,3.0,0.0,3.0,0.375,105.0,3.0,2.0,1.0,0.0,3.0,0.668,0.0,325,17,27,2026-02-09,2026-08-05,18 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,nenhum acesso nas últimas 2 semanas,18 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | nenhum acesso nas últimas 2 semanas,Mensagem personalizada de reengajamento com atalho para o capítulo atual e lembrete de prazo
Aluno 0049,2026-08-23,0.4437,Médio,Ativo (28d),5,6,75.0,75.0,75.0,1.0,1.0,3.797,8.0,1.0,28.0,8.0,9.0,9.0,0.0,1.0,0.0,0.0,514,14,27,2026-02-09,2026-08-17,apenas 1 dia(s) ativo(s) no último mês,ativo em apenas 1 das últimas 8 semanas,,apenas 1 dia(s) ativo(s) no último mês | ativo em apenas 1 das últimas 8 semanas,Mensagem automática de reengajamento + lembrete de prazo da fase
Aluno 0172,2026-08-23,0.4434,Médio,Ativo (28d),5,20,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,11,25,2026-02-24,2026-08-03,20 dias sem acesso,nenhum acesso nas últimas 2 semanas,parado no capítulo 0 de 8 da Fase 5,20 dias sem acesso | nenhum acesso nas últimas 2 semanas | parado no capítulo 0 de 8 da Fase 5,Mensagem personalizada de reengajamento com atalho para o capítulo atual e lembrete de prazo
Aluno 0137,2026-08-23,0.429,Médio,Ativo (28d),4,27,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,300,16,27,2026-02-09,2026-07-27,27 dias sem acesso,nenhum acesso nas últimas 2 semanas,parado no capítulo 0 de 11 da Fase 4,27 dias sem acesso | nenhum acesso nas últimas 2 semanas | parado no capítulo 0 de 11 da Fase 4,Mensagem personalizada de reengajamento com atalho para o capítulo atual e lembrete de prazo
Aluno 0219,2026-08-23,0.3996,Médio,Ativo (28d),5,17,0.0,0.0,412.0,0.0,3.0,0.0,6.0,0.75,201.0,2.0,0.0,0.0,0.0,2.0,0.869,0.0,412,3,3,2026-07-27,2026-08-06,17 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,nenhum acesso nas últimas 2 semanas,17 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | nenhum acesso nas últimas 2 semanas,Nudge automático (e-mail/WhatsApp) com resumo do que falta na fase e convite para live de dúvidas
Aluno 0151,2026-08-23,0.3126,Médio,Inativo 29–60d,4,33,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,316,25,27,2026-02-09,2026-07-21,33 dias sem acesso,nenhum acesso nos últimos 28 dias,ativo em apenas 2 das últimas 8 semanas,33 dias sem acesso | nenhum acesso nos últimos 28 dias | ativo em apenas 2 das últimas 8 semanas,Mensagem automática de reengajamento + lembrete de prazo da fase
Aluno 0022,2026-08-23,0.2719,Baixo,Ativo (28d),5,9,0.0,12.0,281.0,0.0,5.0,0.0,2.0,0.25,137.0,2.0,1.0,0.0,0.0,2.0,0.004,0.0,281,5,2,2026-08-03,2026-08-14,9 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,parado no capítulo 2 de 8 da Fase 5,9 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | parado no capítulo 2 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0016,2026-08-23,0.2665,Baixo,Ativo (28d),3,10,0.0,30.0,778.0,0.0,2.0,0.0,10.0,1.0,372.0,30.0,28.0,6.0,0.0,2.0,0.738,0.0,778,2,2,2026-08-07,2026-08-13,10 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,apenas 2 dia(s) ativo(s) no último mês,10 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0147,2026-08-23,0.2545,Baixo,Ativo (28d),5,5,4.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,159,12,27,2026-02-10,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 1 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 1 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0028,2026-08-23,0.2123,Baixo,Ativo (28d),5,14,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,39,11,17,2026-04-25,2026-08-09,14 dias sem acesso,nenhum acesso nas últimas 2 semanas,parado no capítulo 0 de 8 da Fase 5,14 dias sem acesso | nenhum acesso nas últimas 2 semanas | parado no capítulo 0 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0060,2026-08-23,0.2101,Baixo,Ativo (28d),5,4,2.0,163.0,176.0,1.0,7.0,0.044,8.0,1.0,93.0,8.0,7.0,7.0,0.0,7.0,0.051,0.006,877,37,27,2026-02-09,2026-08-19,queda de 95% nos acessos da semana vs. média do mês,,,queda de 95% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
Aluno 0032,2026-08-23,0.2076,Baixo,Ativo (28d),5,2,204.0,206.0,206.0,1.0,2.0,3.886,1.0,0.125,102.0,1.0,0.0,0.0,0.0,4.0,0.199,0.0,1597,17,25,2026-02-24,2026-08-21,parado no capítulo 1 de 8 da Fase 5,apenas 2 dia(s) ativo(s) no último mês,nenhum questionário no último mês,parado no capítulo 1 de 8 da Fase 5 | apenas 2 dia(s) ativo(s) no último mês | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0114,2026-08-23,0.1947,Baixo,Ativo (28d),5,5,1.0,1.0,1.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,439,22,27,2026-02-09,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 1 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 1 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0024,2026-08-23,0.1898,Baixo,Inativo 29–60d,4,30,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,556,23,28,2026-02-08,2026-07-24,30 dias sem acesso,nenhum acesso nos últimos 28 dias,ativo em apenas 2 das últimas 8 semanas,30 dias sem acesso | nenhum acesso nos últimos 28 dias | ativo em apenas 2 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0158,2026-08-23,0.1747,Baixo,Ativo (28d),5,4,3.0,23.0,24.0,1.0,4.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,338,30,27,2026-02-09,2026-08-19,queda de 50% nos acessos da semana vs. média do mês,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,queda de 50% nos acessos da semana vs. média do mês | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0077,2026-08-23,0.1721,Baixo,Ativo (28d),5,5,549.0,719.0,719.0,1.0,2.0,3.037,8.0,1.0,352.0,8.0,7.0,4.0,0.0,3.0,0.236,0.0,2198,21,23,2026-03-10,2026-08-18,apenas 2 dia(s) ativo(s) no último mês,ativo em apenas 3 das últimas 8 semanas,3 questionário(s) iniciado(s) sem entrega,apenas 2 dia(s) ativo(s) no último mês | ativo em apenas 3 das últimas 8 semanas | 3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0120,2026-08-23,0.169,Baixo,Ativo (28d),5,0,1.0,22.0,22.0,1.0,2.0,0.154,4.0,0.5,15.0,1.0,0.0,0.0,0.0,4.0,1.0,0.045,233,26,27,2026-02-09,2026-08-23,queda de 82% nos acessos da semana vs. média do mês,apenas 2 dia(s) ativo(s) no último mês,no capítulo 4 de 8 da Fase 5,queda de 82% nos acessos da semana vs. média do mês | apenas 2 dia(s) ativo(s) no último mês | no capítulo 4 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0138,2026-08-23,0.1374,Baixo,Ativo (28d),5,6,34.0,2017.0,2091.0,1.0,4.0,0.065,2.0,0.25,1042.0,2.0,1.0,0.0,0.0,4.0,0.322,0.948,7845,42,27,2026-02-10,2026-08-17,queda de 93% nos acessos da semana vs. média do mês,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,queda de 93% nos acessos da semana vs. média do mês | parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0134,2026-08-23,0.1368,Baixo,Ativo (28d),5,9,0.0,31.0,32.0,0.0,3.0,0.0,7.0,0.875,8.0,5.0,4.0,0.0,0.0,4.0,0.031,0.0,563,36,27,2026-02-10,2026-08-14,9 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,4 questionário(s) iniciado(s) sem entrega,9 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | 4 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0018,2026-08-23,0.1284,Baixo,Ativo (28d),5,4,5.0,667.0,667.0,1.0,4.0,0.03,5.0,0.625,528.0,5.0,5.0,5.0,0.0,2.0,0.405,0.0,667,4,1,2026-08-11,2026-08-19,queda de 97% nos acessos da semana vs. média do mês,ativo em apenas 2 das últimas 8 semanas,no capítulo 5 de 8 da Fase 5,queda de 97% nos acessos da semana vs. média do mês | ativo em apenas 2 das últimas 8 semanas | no capítulo 5 de 8 da Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0129,2026-08-23,0.1269,Baixo,Ativo (28d),5,3,2.0,2.0,2.0,1.0,1.0,1.333,1.0,0.125,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,934,29,24,2026-03-04,2026-08-20,parado no capítulo 1 de 8 da Fase 5,apenas 1 dia(s) ativo(s) no último mês,ativo em apenas 2 das últimas 8 semanas,parado no capítulo 1 de 8 da Fase 5 | apenas 1 dia(s) ativo(s) no último mês | ativo em apenas 2 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0142,2026-08-23,0.1267,Baixo,Ativo (28d),5,17,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,0.0,624,24,25,2026-03-01,2026-08-06,17 dias sem acesso,nenhum acesso nas últimas 2 semanas,parado no capítulo 0 de 8 da Fase 5,17 dias sem acesso | nenhum acesso nas últimas 2 semanas | parado no capítulo 0 de 8 da Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0011,2026-08-23,0.1241,Baixo,Ativo (28d),5,3,581.0,774.0,779.0,2.0,7.0,2.968,5.0,0.625,390.0,5.0,4.0,3.0,0.0,3.0,0.389,0.236,779,7,2,2026-08-06,2026-08-20,ativo em apenas 3 das últimas 8 semanas,no capítulo 5 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em apenas 3 das últimas 8 semanas | no capítulo 5 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0124,2026-08-23,0.1229,Baixo,Ativo (28d),5,5,658.0,658.0,662.0,2.0,5.0,3.952,8.0,1.0,321.0,8.0,8.0,6.0,0.0,3.0,0.278,0.0,2692,46,27,2026-02-09,2026-08-18,ativo em apenas 3 das últimas 8 semanas,2 questionário(s) iniciado(s) sem entrega,,ativo em apenas 3 das últimas 8 semanas | 2 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0159,2026-08-23,0.117,Baixo,Ativo (28d),5,5,4.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,265,23,25,2026-02-25,2026-08-18,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 1 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 1 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0169,2026-08-23,0.107,Baixo,Inativo 29–60d,4,37,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.182,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2433,49,25,2026-02-26,2026-07-17,37 dias sem acesso,nenhum acesso nos últimos 28 dias,parado no capítulo 2 de 11 da Fase 4,37 dias sem acesso | nenhum acesso nos últimos 28 dias | parado no capítulo 2 de 11 da Fase 4,Acompanhamento padrão (sem ação imediata)
Aluno 0068,2026-08-23,0.1046,Baixo,Ativo (28d),5,11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1238,14,24,2026-03-05,2026-08-12,11 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,11 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0131,2026-08-23,0.0939,Baixo,Ativo (28d),5,3,1370.0,1371.0,1424.0,1.0,5.0,3.838,8.0,1.0,675.0,8.0,8.0,8.0,0.0,6.0,0.0,0.0,5093,31,27,2026-02-09,2026-08-20,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0130,2026-08-23,0.0927,Baixo,Ativo (28d),5,4,1384.0,1386.0,1417.0,1.0,6.0,3.896,8.0,1.0,682.0,8.0,9.0,9.0,0.0,6.0,0.001,0.0,5436,26,27,2026-02-10,2026-08-19,sem sinais de alerta: acesso regular e progressão em dia,,,sem sinais de alerta: acesso regular e progressão em dia,Acompanhamento padrão (sem ação imediata)
Aluno 0050,2026-08-23,0.0837,Baixo,Ativo (28d),5,4,1.0,1.0,8.0,1.0,2.0,0.333,0.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.125,0.0,1240,19,22,2026-03-19,2026-08-19,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 2 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0125,2026-08-23,0.0819,Baixo,Ativo (28d),5,12,0.0,488.0,970.0,0.0,3.0,0.0,3.0,0.375,482.0,2.0,2.0,2.0,0.0,3.0,0.193,0.0,3191,46,27,2026-02-09,2026-08-11,12 dias sem acesso,queda de 100% nos acessos da semana vs. média do mês,parado no capítulo 3 de 8 da Fase 5,12 dias sem acesso | queda de 100% nos acessos da semana vs. média do mês | parado no capítulo 3 de 8 da Fase 5,Acompanhamento padrão (sem ação imediata)
Aluno 0096,2026-08-23,0.0797,Baixo,Ativo (28d),5,5,61.0,62.0,70.0,2.0,7.0,3.297,2.0,0.25,27.0,2.0,1.0,1.0,0.0,3.0,0.886,0.014,1713,33,27,2026-02-09,2026-08-18,parado no capítulo 2 de 8 da Fase 5,ativo em apenas 3 das últimas 8 semanas,,parado no capítulo 2 de 8 da Fase 5 | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0152,2026-08-23,0.0797,Baixo,Ativo (28d),5,0,2.0,2.0,9.0,2.0,4.0,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.111,314,36,27,2026-02-11,2026-08-23,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,ativo em apenas 3 das últimas 8 semanas,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0036,2026-08-23,0.079,Baixo,Ativo (28d),5,2,3.0,3.0,405.0,2.0,3.0,0.029,8.0,1.0,202.0,8.0,3.0,0.0,0.0,2.0,0.388,0.0,2088,49,27,2026-02-09,2026-08-21,queda de 97% nos acessos da semana vs. média do mês,ativo em apenas 2 das últimas 8 semanas,3 questionário(s) iniciado(s) sem entrega,queda de 97% nos acessos da semana vs. média do mês | ativo em apenas 2 das últimas 8 semanas | 3 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0091,2026-08-23,0.0704,Baixo,Ativo (28d),5,10,0.0,1.0,5.0,0.0,2.0,0.0,1.0,0.125,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,588,28,27,2026-02-09,2026-08-13,10 dias sem acesso,parado no capítulo 1 de 8 da Fase 5,apenas 2 dia(s) ativo(s) no último mês,10 dias sem acesso | parado no capítulo 1 de 8 da Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0067,2026-08-23,0.0697,Baixo,Ativo (28d),5,6,1.0,5.0,7.0,1.0,4.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.429,0.286,1459,19,27,2026-02-10,2026-08-17,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,acessou mas não avançou em nenhum conteúdo no mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | acessou mas não avançou em nenhum conteúdo no mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0153,2026-08-23,0.0697,Baixo,Ativo (28d),5,5,38.0,38.0,39.0,1.0,2.0,3.535,2.0,0.25,16.0,2.0,1.0,0.0,0.0,5.0,0.974,0.0,424,29,27,2026-02-09,2026-08-18,parado no capítulo 2 de 8 da Fase 5,apenas 2 dia(s) ativo(s) no último mês,1 questionário(s) iniciado(s) sem entrega,parado no capítulo 2 de 8 da Fase 5 | apenas 2 dia(s) ativo(s) no último mês | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0088,2026-08-23,0.0688,Baixo,Ativo (28d),5,4,2.0,2.0,3.0,1.0,2.0,1.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.333,879,38,26,2026-02-18,2026-08-19,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,apenas 2 dia(s) ativo(s) no último mês,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0030,2026-08-23,0.061,Baixo,Ativo (28d),5,0,229.0,236.0,236.0,6.0,8.0,3.817,4.0,0.5,115.0,4.0,2.0,2.0,0.0,4.0,0.78,0.085,2012,45,21,2026-03-23,2026-08-23,no capítulo 4 de 8 da Fase 5,ativo em 4 das últimas 8 semanas,,no capítulo 4 de 8 da Fase 5 | ativo em 4 das últimas 8 semanas,Acompanhamento padrão (sem ação imediata)
Aluno 0157,2026-08-23,0.0572,Baixo,Ativo (28d),5,9,0.0,3.0,10.0,0.0,6.0,0.0,4.0,0.5,1.0,1.0,0.0,0.0,0.0,6.0,0.1,0.0,1937,44,27,2026-02-09,2026-08-14,9 dias sem acesso,no capítulo 4 de 8 da Fase 5,nenhum questionário no último mês,9 dias sem acesso | no capítulo 4 de 8 da Fase 5 | nenhum questionário no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0141,2026-08-23,0.0572,Baixo,Ativo (28d),5,3,5.0,5.0,6.0,2.0,3.0,2.0,7.0,0.875,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,294,41,27,2026-02-09,2026-08-20,1 questionário(s) iniciado(s) sem entrega,ativo em 4 das últimas 8 semanas,,1 questionário(s) iniciado(s) sem entrega | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0135,2026-08-23,0.0555,Baixo,Ativo (28d),5,6,1.0,524.0,531.0,1.0,4.0,0.007,2.0,0.25,397.0,2.0,1.0,0.0,0.0,5.0,0.996,0.0,4600,35,26,2026-02-18,2026-08-17,queda de 99% nos acessos da semana vs. média do mês,parado no capítulo 2 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,queda de 99% nos acessos da semana vs. média do mês | parado no capítulo 2 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0095,2026-08-23,0.0545,Baixo,Ativo (28d),4,25,0.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,387,38,27,2026-02-09,2026-07-29,25 dias sem acesso,nenhum acesso nas últimas 2 semanas,apenas 1 dia(s) ativo(s) no último mês,25 dias sem acesso | nenhum acesso nas últimas 2 semanas | apenas 1 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0038,2026-08-23,0.0511,Baixo,Ativo (28d),5,11,0.0,3.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.286,0.0,599,32,28,2026-02-08,2026-08-12,11 dias sem acesso,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,11 dias sem acesso | parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0007,2026-08-23,0.0477,Baixo,Ativo (28d),5,3,354.0,546.0,547.0,3.0,7.0,2.57,8.0,1.0,269.0,9.0,4.0,0.0,0.0,7.0,0.709,0.002,1647,43,27,2026-02-09,2026-08-20,4 questionário(s) iniciado(s) sem entrega,,,4 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0086,2026-08-23,0.0458,Baixo,Ativo (28d),4,23,0.0,0.0,2.0,0.0,2.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,457,52,25,2026-02-23,2026-07-31,23 dias sem acesso,nenhum acesso nas últimas 2 semanas,apenas 2 dia(s) ativo(s) no último mês,23 dias sem acesso | nenhum acesso nas últimas 2 semanas | apenas 2 dia(s) ativo(s) no último mês,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0041,2026-08-23,0.0456,Baixo,Ativo (28d),5,3,2279.0,2279.0,2281.0,4.0,5.0,3.989,3.0,0.375,1136.0,3.0,2.0,1.0,0.0,4.0,0.313,0.0,14690,76,27,2026-02-09,2026-08-20,parado no capítulo 3 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,ativo em 4 das últimas 8 semanas,parado no capítulo 3 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega | ativo em 4 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0107,2026-08-23,0.0448,Baixo,Ativo (28d),5,3,1.0,213.0,287.0,1.0,5.0,0.014,3.0,0.375,138.0,2.0,3.0,2.0,0.0,5.0,0.997,0.0,1671,47,27,2026-02-10,2026-08-20,queda de 99% nos acessos da semana vs. média do mês,parado no capítulo 3 de 8 da Fase 5,1 questionário(s) iniciado(s) sem entrega,queda de 99% nos acessos da semana vs. média do mês | parado no capítulo 3 de 8 da Fase 5 | 1 questionário(s) iniciado(s) sem entrega,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0112,2026-08-23,0.0439,Baixo,Ativo (28d),5,1,1.0,1.0,4.0,1.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.25,0.75,231,22,27,2026-02-09,2026-08-22,parado no capítulo 0 de 8 da Fase 5,nenhum capítulo acessado na Fase 5,ativo em apenas 3 das últimas 8 semanas,parado no capítulo 0 de 8 da Fase 5 | nenhum capítulo acessado na Fase 5 | ativo em apenas 3 das últimas 8 semanas,Acompanhamento padrão; lembrete de conclusão do questionário pendente
Aluno 0021,2026-08-23,0.0413,Baixo,Ativo (28d),5,6,2.0,6.0,524.0,1.0,5.0,0.015,8.0,1.0,422.0,9.0,10.0,10.0,0.0,7.0,0.0,0.0,8760,55,26,2026-02-16,2026-08-17,queda de 98% nos acessos da semana vs. média do mês,,,queda de 98% nos acessos da semana vs. média do mês,Acompanhamento padrão (sem ação imediata)
